Stride_Length_m,Gait_Speed_ms,MTC_m
1.2248357076505616,1.0292314628974795,0.05178893680174142
1.1900564819111379,1.0759374308314291,0.05250089232881087
1.2263238208444285,1.0768036681130555,0.054809195609815786
1.2670605837294922,1.0507952274480101,0.05435991935108361
1.176171119142621,1.0798145022954875,0.04189953194809334
1.1731416370010257,1.1050510276892118,0.04379572328527287
1.2607788225935515,1.1761274768787084,0.05075699451786148
1.2171596152455242,1.0875167694294707,0.050447717633348925
1.1522838564608282,1.088635095293714,0.05015099600728782
1.199855274906571,1.0690049769389645,0.06653638472600087
1.1465260850563466,0.9737584089320177,0.04982414952316281
1.1433801789881537,1.0653409728942058,0.05234449486756966
1.1757344772146654,1.066647874133415,0.051133645181102375
1.0649420483731706,1.183768166230325,0.04931756231713506
1.0713298659501058,1.0479577093367014,0.044181229534374034
1.126431078083406,1.0696228216621353,0.049249391557011794
1.1008735954984301,1.0497795630298894,0.04128738907882729
1.164197215114612,0.9900509466038719,0.043664391814784806
1.100053341678485,1.1025956861802966,0.04211863680630903
1.0718090573574777,1.0800208940585811,0.04465179493935586
1.2126763778400171,1.0789455367460918,0.055512686772761485
1.1250748213393094,0.9908942636238994,0.0343000376734049
1.1367097435677296,1.1034730488801383,0.0467646342852059
1.0590656209923575,0.9602104771634162,0.03496672367435477
1.1000535910464682,1.0566155819627407,0.040367613398325564
1.1297885537279175,1.1337652055329233,0.047868995409079254
1.063662442341006,0.9716853049555868,0.042442612216689435
1.1369667190991017,0.9898669317016797,0.036429457928535296
1.085119580655575,1.0201340834058972,0.03793863296885168
1.0975365246315483,0.9869474294154023,0.04461010995679459
1.0790055784794392,0.9315577375376026,0.03725725775050522
1.198674515286053,1.0094887548009075,0.041688353553970485
1.1023554417934063,0.9499151173439979,0.04053088950254938
1.047114453552205,1.0236796215317592,0.036741998261970915
1.1380969425748564,0.9509984852580069,0.05041669014359633
1.0328972114408428,1.071436114190271,0.04256353450552945
1.1013522706593286,0.9517464262922791,0.028965196157621057
0.9898952816847991,0.9717757120685041,0.03972015036172592
1.0184391824035635,1.0255243457169683,0.03517591616100655
1.091661243611638,0.9202749659964842,0.042443984855799304
1.1157112077876494,0.9901608755180853,0.03391618418662438
1.0843259898170743,1.0411147134716972,0.037002075368423086
1.0669448586078607,0.8923531109992113,0.03979766366762956
1.0546417849175054,0.9789286626235849,0.04129847294054758
0.9927405671482953,0.9796608063790879,0.030665184631387787
1.0276441532166283,1.0027275072252293,0.03469113018443162
1.0375741220580712,0.8987585250621566,0.033685879504801286
1.1104318688867034,0.8915529269215439,0.0324909295947072
1.0717263690238776,0.9806425328262994,0.04428181665595095
0.9633631437470148,0.966364385176811,0.03717642370631993
1.0646890469545882,0.9610094910021423,0.028544065076809625
1.0262004314337296,0.9627769559293944,0.03913476428072843
1.0085781424089446,0.9084230063453179,0.04485320522748741
1.0699777538359827,0.9510066242519897,0.039101720242149675
1.0879136124884339,0.9510172600285705,0.02603951380659357
1.079897339289143,0.8976157624320149,0.030912162969002083
0.9883421541418983,1.0235917558602683,0.03936485877623615
1.0118121084801666,0.9509643733183167,0.029188925399178826
1.0408055958126023,0.8646772493822918,0.03464333956497357
1.0699893775682392,0.9540398016438127,0.0359943823883588
0.9942231062895536,0.8694477346704521,0.027183529460291407
1.0058685663183242,0.9545057453386379,0.031217524734842517
0.9568044634209107,0.9700509910715824,0.015005784511775852
0.9492805778868755,0.8680567931733236,0.02578715270241946
1.046686897180316,0.9542294125228222,0.02934321984909481
1.070842304458844,0.923669349377128,0.02406411439320606
0.9963994939209833,0.9411030079997246,0.03816205651965818
1.0471463418642981,0.9918093461023944,0.02254626280716654
1.0120211951917757,0.8816699881392505,0.027193716960454476
0.9586531031788348,0.8532222826912165,0.02974461197733955
1.0059485681542086,0.8434030663975117,0.03599424523320937
1.0617503131717834,0.8440579706002129,0.02130553772895129
0.9800268798626842,0.8779630963474766,0.03399763694259298
1.0570200615785792,0.8958454775287111,0.027929953183885817
0.8447703205530885,0.8895921157240768,0.022668214320517827
1.013822397946034,0.914086435179074,0.02958324464404363
0.9740493231088783,0.8703470642908651,0.027964995447564325
0.9517162991433733,0.9393433705245325,0.023665582280872694
0.9682244024631388,0.850403521974466,0.026712646788586463
0.8612276148760161,0.9966145189355415,0.02413403807629726
0.9465921631838821,0.888859124964008,0.026325162483832
0.9724010831210419,0.8116875767246405,0.028765198827150694
1.0254098537522274,0.797970526612096,0.033081599232241916
0.9225713375711662,0.8726084692470079,0.018659407354350607
0.9050298653098862,0.8342814061882529,0.03521062141873588
0.9173363902450156,0.8781242671288472,0.014481985244811736
0.9851640452790431,0.8630558206226168,0.023180468464216022
0.9528011918466206,0.8327221907307928,0.026577949668786523
0.9068453231449815,0.7909936474299131,0.0247382926720085
0.9559664019586982,0.7545606690687371,0.019916805431200064
0.9321266047401293,0.8049469796693763,0.021686661475486355
0.9726746737690688,0.8670623639585978,0.019959237750948263
0.8861094665182536,0.8319168084186315,0.019174388336491068
0.9017987108519298,0.7558948792462188,0.026066192303286943
0.8955461074949074,0.8238105614440743,0.023300228944976756
0.8389454647146062,0.8313870811076541,0.017747573235817944
0.9238969229441379,0.7648980372808525,0.025407090286257164
0.9191133696696006,0.8137468613578825,0.022142558210443655
0.9032859758624261,0.8059407389526031,0.024367340897225108
0.8882706433312427,0.7428514851084689,0.02314814420961806
